,name,path,cone
151,652_5cdb4cd6aab7565a724615b792562915784a53824f8be86b15f5af6db1b6400ed4f9af7d939ffc81eaf596d7daca6fedd06c72d79b4f8a8a2df511e90117e9f8_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/652_5cdb4cd6aab7565a724615b792562915784a53824f8be86b15f5af6db1b6400ed4f9af7d939ffc81eaf596d7daca6fedd06c72d79b4f8a8a2df511e90117e9f8_46.jpg,"[[(595.56, 337.33), (592.89, 339.67), (603.91, 340.34), (603.91, 338.34), (600.57, 336.0), (601.24, 311.62), (595.89, 310.95)], [(636.0, 319.0), (639.65, 319.97), (639.98, 302.26), (638.31, 301.26)], [(454.27, 313.29), (452.0, 317.0), (462.0, 317.0), (457.95, 311.95), (457.61, 292.91), (454.27, 290.91)], [(462.96, 309.95), (468.97, 310.28), (466.97, 306.61), (466.97, 289.91), (463.29, 290.24)], [(403.15, 351.2), (401.0, 357.0), (413.25, 356.97), (414.21, 354.09), (413.25, 348.8), (412.29, 331.48), (412.77, 318.5), (412.77, 312.24), (410.84, 310.32), (407.0, 313.69)], [(414.65, 355.58), (425.56, 354.88), (427.41, 350.7), (422.54, 349.08), (422.54, 315.68), (420.45, 310.11), (416.51, 311.27)], [(439.24, 329.83), (435.0, 334.0), (448.0, 334.0), (449.21, 331.68), (444.58, 330.29), (444.81, 304.08), (439.01, 304.31)], [(754.98, 420.3), (744.63, 421.31), (743.96, 426.65), (756.32, 434.67), (776.36, 432.66), (764.67, 425.31), (768.01, 378.22), (766.68, 368.2), (760.33, 369.53)], [(625.29, 379.42), (621.95, 381.09), (627.29, 387.44), (640.32, 386.43), (639.65, 381.76), (634.31, 380.09), (639.65, 336.67), (634.31, 335.66)], [(566.17, 346.02), (562.83, 348.02), (563.16, 350.7), (577.86, 351.03), (572.51, 346.69), (573.52, 314.29), (567.5, 313.95)]]"
152,653_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/653_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_0.jpg,"[[(866.0, 320.0), (854.02, 320.02), (859.56, 333.18), (883.11, 335.95), (884.5, 326.95), (875.49, 321.4), (885.88, 263.23), (878.26, 262.53)], [(722.0, 359.0), (704.22, 359.64), (737.89, 381.68), (765.54, 380.48), (741.49, 366.05), (749.51, 284.69), (740.29, 284.28)], [(769.95, 423.37), (778.77, 438.6), (789.99, 435.39), (795.2, 422.97), (796.41, 357.63), (796.41, 312.34), (794.4, 304.73), (785.99, 305.13), (775.96, 421.36)], [(810.03, 420.96), (796.81, 422.16), (789.0, 442.0), (809.0, 469.0), (848.91, 455.03), (850.12, 442.61), (826.87, 424.17), (822.46, 358.84), (821.26, 337.19), (813.24, 327.57), (809.63, 336.39)], [(625.09, 191.62), (628.57, 191.62), (629.0, 177.0), (628.57, 170.51), (625.32, 171.2)], [(577.77, 191.38), (583.0, 191.0), (583.11, 177.23), (583.34, 167.26), (579.63, 167.49)]]"
153,654_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/654_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_21.jpg,"[[(806.96, 229.04), (827.16, 229.03), (817.93, 193.25), (812.73, 193.25)], [(613.03, 261.93), (604.95, 264.24), (615.91, 273.48), (631.5, 267.71), (622.26, 259.62), (624.57, 223.26), (618.8, 222.69)], [(704.0, 372.0), (689.04, 378.19), (716.46, 402.3), (748.05, 393.15), (722.28, 379.02), (728.93, 300.9), (718.96, 300.9)]]"
154,655_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_9.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/655_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_9.jpg,"[[(866.0, 250.0), (869.79, 249.71), (868.99, 230.7), (867.7, 220.39), (863.67, 220.23)], [(704.04, 238.43), (712.58, 237.95), (709.2, 222.16), (707.59, 205.09), (704.04, 204.93)], [(625.9, 255.19), (639.36, 254.27), (634.95, 230.14), (630.54, 215.07), (625.44, 215.07)], [(700.0, 299.0), (685.24, 301.43), (708.62, 314.79), (719.64, 309.44), (710.29, 300.09), (709.96, 259.34), (709.29, 242.97), (702.61, 241.3)], [(918.0, 326.0), (924.39, 325.14), (922.72, 283.72), (920.05, 263.68), (916.38, 264.02)], [(782.6, 320.67), (794.63, 317.99), (792.29, 295.61), (792.29, 273.57), (790.29, 251.86), (787.62, 251.86), (783.61, 298.29)]]"
163,664_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/664_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_2.jpg,"[[(437.75, 206.47), (436.05, 209.02), (436.05, 210.15), (443.7, 209.59), (443.42, 208.17), (441.0, 206.0), (439.74, 187.49), (437.47, 187.21)], [(540.98, 327.24), (556.48, 346.0), (582.18, 341.11), (580.95, 337.03), (570.76, 326.83), (566.27, 324.39), (565.86, 278.29), (566.27, 256.27), (560.56, 257.08), (557.29, 323.57)]]"
164,665_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/665_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_24.jpg,"[[(527.8, 216.27), (535.17, 217.12), (539.13, 216.55), (536.02, 211.17), (535.45, 196.16), (533.75, 195.88), (532.9, 211.74)], [(448.0, 187.0), (451.38, 187.38), (449.68, 175.2), (447.13, 175.48)], [(510.92, 216.65), (510.93, 221.06), (519.74, 220.57), (518.27, 215.67), (517.78, 195.12), (513.37, 195.12)], [(544.41, 215.48), (549.3, 215.48), (551.26, 214.5), (550.77, 196.39), (546.36, 196.39)]]"
165,666_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_47.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/666_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_47.jpg,"[[(558.11, 288.08), (549.95, 290.94), (556.89, 301.14), (576.87, 298.69), (577.69, 294.61), (568.72, 290.53), (569.12, 256.27), (567.49, 235.46), (560.97, 238.32)], [(433.0, 209.0), (431.41, 214.71), (441.04, 213.86), (438.77, 210.46), (437.92, 210.75), (436.51, 191.77), (433.11, 191.77)], [(407.66, 196.39), (410.93, 196.06), (411.1, 189.18), (411.26, 179.83), (408.31, 179.83)]]"
166,667_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/667_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_65.jpg,"[[(407.22, 195.11), (412.32, 194.83), (410.62, 181.8), (408.32, 181.8)], [(510.14, 324.14), (493.99, 335.89), (499.0, 343.0), (521.0, 346.0), (534.13, 331.48), (521.4, 325.61), (522.87, 269.32), (522.87, 256.59), (516.99, 254.15)]]"
168,669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,"[[(545.0, 164.0), (548.09, 163.82), (547.61, 156.26), (545.25, 156.03)]]"
169,670_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_76.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/670_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_76.jpg,"[[(556.0, 193.0), (558.0, 193.0), (557.27, 180.06), (555.62, 180.06)]]"
171,672_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_47.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/672_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_47.jpg,"[[(379.17, 295.53), (376.58, 296.35), (377.26, 299.77), (392.83, 299.36), (394.61, 298.67), (390.24, 297.58), (389.56, 287.75), (389.69, 281.33), (387.23, 280.1), (385.32, 279.96), (379.45, 280.64)]]"
174,675_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/675_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_14.jpg,"[[(293.16, 155.35), (296.98, 154.39), (295.34, 148.52), (293.56, 148.38)], [(274.85, 159.72), (278.13, 159.45), (277.86, 150.43), (276.22, 150.16)], [(250.53, 166.55), (254.91, 166.55), (253.54, 156.58), (251.76, 156.31)]]"
175,676_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/676_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_32.jpg,"[[(195.97, 231.14), (193.14, 233.5), (193.61, 237.04), (207.3, 235.39), (207.77, 232.79), (205.0, 230.0), (202.11, 206.59), (198.33, 206.12)], [(122.97, 274.7), (116.6, 279.6), (131.29, 282.05), (141.57, 276.66), (135.0, 273.0), (127.86, 241.42), (123.0, 241.0)], [(282.45, 183.15), (279.57, 185.46), (279.86, 186.32), (289.08, 186.61), (289.37, 185.46), (287.78, 182.43), (287.93, 169.47), (286.49, 168.75), (284.0, 169.0), (283.61, 181.86)], [(253.88, 199.61), (252.11, 201.25), (253.88, 203.16), (261.94, 202.61), (262.49, 200.56), (260.3, 199.75), (259.48, 188.68), (259.21, 182.81), (255.93, 183.22)]]"
176,677_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/677_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_43.jpg,"[[(119.0, 259.27), (113.62, 263.52), (131.18, 263.24), (135.99, 257.29), (131.0, 255.0), (126.0, 227.0), (119.56, 227.26)], [(206.62, 192.28), (214.88, 191.88), (216.25, 189.92), (215.27, 176.74), (210.16, 176.54), (209.37, 189.13)]]"
177,678_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_54.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/678_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_54.jpg,"[[(270.0, 169.0), (275.94, 168.4), (273.97, 157.18), (270.63, 157.38)], [(246.23, 183.34), (253.71, 182.56), (249.58, 167.41), (246.82, 167.61)], [(185.94, 217.42), (196.14, 217.75), (197.84, 214.7), (194.78, 212.32), (193.08, 193.96), (189.68, 194.64)], [(6.23, 331.83), (1.82, 338.19), (18.46, 339.17), (28.25, 331.83), (20.0, 328.0), (9.0, 293.0), (0.84, 295.6)]]"
189,690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,"[[(514.19, 277.35), (475.44, 273.03), (468.95, 271.45), (416.03, 263.39), (404.82, 260.44), (396.76, 257.88), (396.17, 266.93), (422.33, 277.55), (493.34, 292.5), (512.42, 295.84)]]"
207,708_b7e48c8e5424c1c15190c6e61848cd1a36a221f757f75f38f2863c943f1693bb65a50c976ad33618a9a239ad79cc7e30439b0c01b9abe8e97e9fbbf6070406b8_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/708_b7e48c8e5424c1c15190c6e61848cd1a36a221f757f75f38f2863c943f1693bb65a50c976ad33618a9a239ad79cc7e30439b0c01b9abe8e97e9fbbf6070406b8_44.jpg,"[[(234.0, 214.0), (235.01, 226.16), (229.72, 225.35), (232.0, 214.0)], [(224.43, 231.84), (226.0, 246.0), (220.04, 247.06), (221.79, 231.54)]]"
217,718_2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/718_2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60_25.jpg,"[[(418.0, 188.0), (418.41, 199.59), (416.31, 199.59), (417.11, 187.59)], [(432.0, 190.0), (432.0, 206.0), (434.32, 207.21), (434.32, 208.96), (426.7, 208.38), (427.0, 207.0), (429.0, 206.0), (430.0, 190.0)], [(448.0, 199.0), (449.26, 222.8), (454.71, 223.85), (453.65, 226.49), (441.87, 225.78), (442.05, 222.8), (445.0, 221.0), (446.0, 199.0)], [(474.0, 225.0), (474.74, 274.26), (482.0, 279.0), (467.0, 280.0), (459.28, 273.21), (465.6, 271.8), (469.65, 225.04)], [(525.0, 254.0), (524.85, 279.22), (522.11, 318.1), (522.42, 325.39), (525.76, 325.39), (531.83, 333.59), (530.01, 336.32), (509.97, 338.14), (499.0, 322.0), (510.27, 319.92), (519.68, 253.4)], [(593.0, 254.0), (589.14, 327.33), (600.43, 337.17), (601.16, 340.45), (578.2, 341.18), (561.44, 325.15), (576.74, 321.5), (586.22, 252.98)]]"
218,719_2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60_66.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/719_2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60_66.jpg,"[[(383.27, 205.76), (383.02, 239.17), (377.0, 239.0), (378.0, 206.0)]]"
219,720_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/720_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_0.jpg,"[[(242.06, 181.31), (244.0, 193.0), (244.84, 205.86), (248.39, 205.11), (247.88, 208.14), (243.33, 208.14), (235.23, 208.4), (232.69, 207.89), (234.47, 205.11), (237.25, 205.11), (239.02, 180.55)]]"
220,721_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_39.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/721_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_39.jpg,"[[(485.08, 214.26), (487.71, 253.19), (496.0, 257.0), (482.0, 262.0), (467.0, 257.0), (473.19, 255.03), (481.94, 214.22)], [(460.16, 127.74), (460.15, 135.33), (456.0, 135.0), (458.0, 127.0)]]"
221,722_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/722_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_77.jpg,"[[(483.53, 150.36), (484.41, 164.25), (479.67, 164.42), (481.0, 150.0)], [(587.68, 169.8), (587.17, 191.56), (591.48, 191.82), (591.48, 194.35), (580.34, 195.36), (580.34, 191.31), (581.35, 191.31), (584.39, 170.05)]]"
222,723_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf016_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/723_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf016_21.jpg,"[[(280.0, 342.0), (284.51, 381.15), (276.0, 381.0), (277.0, 342.0)], [(203.0, 342.0), (203.52, 382.01), (197.06, 382.44), (198.35, 341.51)]]"
223,724_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf016_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/724_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf016_24.jpg,"[[(125.0, 363.0), (128.0, 397.0), (131.0, 407.0), (120.62, 407.24), (121.0, 387.0), (122.0, 363.0)]]"
224,725_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/725_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_23.jpg,"[[(910.48, 341.58), (911.0, 376.0), (911.0, 432.0), (927.02, 434.64), (925.47, 438.78), (893.93, 440.33), (886.69, 436.71), (899.0, 431.0), (903.24, 341.06)], [(807.0, 318.0), (809.94, 329.65), (811.94, 359.82), (808.94, 362.56), (808.7, 399.96), (823.9, 401.21), (821.91, 404.95), (792.74, 404.7), (792.74, 401.46), (802.0, 399.0), (801.0, 368.0), (800.0, 330.0), (803.0, 318.0)]]"
225,726_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/726_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_25.jpg,"[[(857.0, 318.0), (850.36, 372.83), (858.11, 372.83), (860.27, 328.89)], [(864.0, 318.0), (873.19, 372.4), (863.28, 372.83), (859.41, 318.98)], [(891.0, 337.0), (893.0, 431.0), (901.3, 430.69), (908.12, 432.85), (906.68, 436.44), (899.86, 438.59), (887.0, 440.0), (875.09, 438.59), (870.06, 435.72), (872.57, 432.85), (880.11, 430.33), (881.0, 426.0), (882.27, 337.35)], [(1082.0, 353.0), (1083.0, 502.01), (1096.65, 500.15), (1106.58, 505.74), (1104.72, 510.08), (1087.97, 511.94), (1067.49, 511.94), (1055.09, 511.94), (1049.5, 507.6), (1052.61, 502.63), (1067.0, 501.0), (1069.0, 353.0)]]"
226,727_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/727_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf017_28.jpg,"[[(988.39, 326.79), (997.0, 399.0), (987.32, 400.39), (980.0, 324.0), (983.73, 320.33)], [(1169.0, 369.0), (1179.13, 562.79), (1191.04, 560.55), (1201.46, 563.53), (1211.88, 570.23), (1199.97, 578.42), (1186.57, 578.42), (1153.82, 578.42), (1135.95, 573.95), (1132.23, 569.49), (1144.88, 560.55), (1156.79, 560.55), (1155.3, 370.71)], [(978.0, 329.0), (975.0, 397.0), (966.0, 396.0), (969.33, 327.34), (972.07, 324.84), (975.56, 324.84)]]"
227,728_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf020_63.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/728_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf020_63.jpg,"[[(954.33, 337.76), (958.0, 349.0), (955.57, 374.54), (946.64, 374.12), (950.8, 336.72)], [(966.27, 337.88), (971.0, 376.78), (956.29, 377.02), (960.53, 336.88)], [(1014.0, 335.0), (1021.0, 376.0), (1004.0, 377.0), (1008.59, 335.1)], [(149.0, 309.0), (149.67, 336.26), (142.61, 335.64), (146.0, 309.0)], [(925.44, 332.04), (927.0, 351.0), (927.17, 359.4), (918.34, 358.88), (921.98, 331.35)], [(122.0, 311.0), (122.66, 337.93), (114.35, 336.26), (119.0, 311.0)], [(111.65, 309.58), (111.0, 339.0), (104.17, 338.26), (108.16, 308.84)], [(908.11, 320.98), (905.8, 345.22), (912.0, 346.0), (911.0, 321.0)], [(935.0, 331.0), (938.43, 364.59), (927.17, 364.94), (930.98, 330.49)], [(136.09, 310.68), (137.0, 337.0), (128.81, 337.0), (132.62, 309.99)], [(916.0, 329.0), (918.31, 352.18), (911.67, 352.32), (913.55, 329.09)]]"
228,729_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf020_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/729_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf020_65.jpg,"[[(996.0, 346.0), (1000.69, 369.56), (1002.24, 382.38), (1001.03, 395.01), (987.01, 393.98), (990.0, 370.0), (992.2, 345.84)], [(80.94, 331.51), (80.53, 355.61), (75.0, 355.0), (76.0, 332.0), (77.0, 321.0), (80.0, 321.0)], [(66.0, 322.0), (65.45, 355.58), (56.97, 353.34), (62.0, 323.0)], [(50.0, 325.0), (51.99, 353.84), (43.26, 353.34), (47.0, 325.0)], [(37.0, 324.0), (38.0, 354.0), (30.79, 354.34), (33.04, 324.42)], [(979.0, 329.0), (984.38, 361.12), (978.97, 361.0), (976.81, 345.49), (975.0, 345.0), (976.33, 328.42)], [(945.0, 337.0), (948.22, 362.66), (949.0, 370.0), (937.0, 371.0), (941.0, 336.57)], [(959.0, 341.0), (961.0, 355.0), (965.41, 380.09), (951.22, 379.61), (954.71, 350.76), (956.03, 340.9)], [(977.0, 346.0), (980.19, 374.74), (982.35, 388.09), (968.4, 387.97), (966.6, 382.44), (973.0, 346.0)], [(1005.0, 354.0), (1002.64, 391.83), (1001.78, 402.04), (1006.28, 403.08), (1014.42, 402.22), (1016.49, 380.06), (1014.0, 373.0), (1009.22, 353.91)], [(1019.87, 354.34), (1015.09, 404.9), (1027.35, 404.01), (1027.0, 361.0), (1023.17, 354.64)], [(1035.0, 338.0), (1038.39, 406.82), (1028.22, 406.22), (1027.32, 337.11)], [(1085.37, 354.22), (1094.0, 401.0), (1078.78, 403.59), (1074.0, 400.0), (1080.28, 353.92)]]"
