,name,path,sign
183,684_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/684_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_14.jpg,"[[(354.0, 158.0), (361.0, 151.0), (367.0, 157.0), (361.68, 164.47)]]"
184,685_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/685_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_22.jpg,"[[(374.8, 156.69), (388.26, 143.94), (401.71, 154.57), (389.2, 171.56)], [(506.31, 157.56), (528.74, 140.02), (556.0, 162.0), (554.44, 164.9), (535.27, 190.6)]]"
185,686_415f573cd18bd72f69d646a0d1538405cae030c2bdc073671b1fe04ab9d60531acb2f2f5226e166dc0b8fda71464ce676e26f550b0cacc34d4b7b747abcd9f33_45.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/686_415f573cd18bd72f69d646a0d1538405cae030c2bdc073671b1fe04ab9d60531acb2f2f5226e166dc0b8fda71464ce676e26f550b0cacc34d4b7b747abcd9f33_45.jpg,"[[(275.99, 245.11), (275.44, 243.47), (281.31, 232.96), (284.32, 232.27), (295.38, 239.51), (295.25, 241.29), (288.0, 252.0), (284.46, 252.49)]]"
186,687_415f573cd18bd72f69d646a0d1538405cae030c2bdc073671b1fe04ab9d60531acb2f2f5226e166dc0b8fda71464ce676e26f550b0cacc34d4b7b747abcd9f33_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/687_415f573cd18bd72f69d646a0d1538405cae030c2bdc073671b1fe04ab9d60531acb2f2f5226e166dc0b8fda71464ce676e26f550b0cacc34d4b7b747abcd9f33_68.jpg,"[[(37.8, 271.12), (36.98, 269.08), (61.0, 225.0), (62.68, 223.39), (94.0, 258.0), (95.0, 263.0), (70.43, 307.42), (67.0, 308.0)]]"
187,688_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_1.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/688_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_1.jpg,"[[(389.87, 233.98), (393.15, 229.06), (395.61, 229.06), (399.0, 234.0), (395.77, 237.91), (394.46, 238.24)]]"
188,689_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_27.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/689_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_27.jpg,"[[(532.3, 274.69), (566.0, 275.0), (567.0, 295.0), (532.0, 295.0)], [(385.0, 252.0), (394.7, 252.4), (394.81, 258.09), (384.45, 258.09)]]"
189,690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,"[[(431.28, 260.19), (456.0, 260.0), (456.27, 272.21), (431.0, 272.0)], [(582.75, 299.52), (631.48, 295.84), (629.49, 329.26), (581.9, 331.81)]]"
190,691_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/691_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_6.jpg,"[[(427.28, 229.28), (427.28, 227.58), (433.0, 219.0), (435.21, 218.79), (444.27, 226.44), (444.55, 227.58), (437.76, 235.51), (434.92, 236.07)]]"
197,698_2bd9ec3d466954a24618263010d9680afa15d6f2efea2460c72db994454f218567007a832c5c12c6c127ef61375c32a09e424210e411ed90781957e16e95c02c_59.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/698_2bd9ec3d466954a24618263010d9680afa15d6f2efea2460c72db994454f218567007a832c5c12c6c127ef61375c32a09e424210e411ed90781957e16e95c02c_59.jpg,"[[(317.0, 192.0), (323.0, 186.0), (330.03, 191.34), (324.0, 201.0)]]"
199,700_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_4.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/700_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_4.jpg,"[[(658.06, 144.94), (685.47, 142.99), (687.92, 175.29), (676.17, 179.7), (656.1, 162.08)]]"
209,710_1ea3ef8a918324bb1198066671e187862269dd56a7a3cf4ff494007eccede0f21a82b461ef04d8010ff42e403e5187910b77e4d0f70400a358c037f147efbbb8_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/710_1ea3ef8a918324bb1198066671e187862269dd56a7a3cf4ff494007eccede0f21a82b461ef04d8010ff42e403e5187910b77e4d0f70400a358c037f147efbbb8_36.jpg,"[[(698.0, 76.0), (717.17, 107.93), (698.0, 130.0), (679.22, 96.3)]]"
213,714_ae246ebba56549545462893dc407e82df8430a685f585ab61cc28339b3a8e1e20b26468b8555d0efd095ede7236e11e2b4eaae61252921a2f09dc0ae99c3cf7f_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/714_ae246ebba56549545462893dc407e82df8430a685f585ab61cc28339b3a8e1e20b26468b8555d0efd095ede7236e11e2b4eaae61252921a2f09dc0ae99c3cf7f_48.jpg,"[[(874.0, 161.0), (926.94, 222.71), (930.38, 239.03), (891.72, 301.75), (825.56, 231.3)]]"
220,721_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_39.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/721_d46d163a93c2fd6254f4d3c450a34a8fe5f7b0fd5e35f9dfab98c056cfb3d7db3c10653c7705bb898f6ecf7ced943f8e6120db1b200ffce95f20398c59a3fbd4_39.jpg,"[[(293.0, 74.0), (304.0, 87.0), (296.0, 100.0), (287.0, 90.0)], [(587.0, 69.0), (597.0, 79.0), (589.0, 92.0), (576.97, 80.15)]]"
235,736_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf025_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/736_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf025_26.jpg,"[[(1279.05, 309.2), (1225.69, 356.35), (1280.0, 423.97)], [(1120.45, 333.1), (1139.0, 314.0), (1154.0, 334.0)]]"
236,737_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf025_51.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/737_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf025_51.jpg,"[[(1035.3, 260.5), (1108.5, 349.21), (1025.37, 429.86), (947.82, 337.42)]]"
239,740_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_13.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/740_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_13.jpg,"[[(998.0, 336.0), (1039.0, 297.0), (1075.0, 342.0), (1036.0, 379.0)]]"
246,747_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/747_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_30.jpg,"[[(937.0, 243.0), (944.0, 248.0), (939.0, 256.0), (931.49, 250.94)]]"
247,748_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/748_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_37.jpg,"[[(874.0, 255.0), (881.0, 261.0), (874.87, 269.85), (866.61, 263.39)]]"
248,749_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/749_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_65.jpg,"[[(172.09, 318.3), (204.1, 345.11), (177.0, 382.0), (145.0, 353.0)]]"
254,755_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/755_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_12.jpg,"[[(1270.49, 386.44), (1213.41, 382.71), (1214.0, 421.0), (1216.0, 453.0), (1272.0, 454.0)], [(1020.0, 327.0), (1041.0, 347.0), (1020.79, 368.82), (1000.35, 347.38)]]"
255,756_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/756_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_22.jpg,"[[(1017.0, 347.0), (1065.0, 392.0), (1024.0, 436.0), (976.24, 389.04)]]"
257,758_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_64.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/758_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_64.jpg,"[[(920.0, 330.0), (956.0, 366.0), (922.0, 398.0), (883.0, 364.0)], [(874.0, 319.0), (883.0, 331.0), (872.0, 340.0), (862.32, 329.11)]]"
258,759_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_76.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/759_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf033_76.jpg,"[[(965.0, 323.0), (1003.0, 363.0), (977.45, 386.23), (949.0, 387.0), (921.8, 356.02)]]"
261,762_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf034_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/762_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf034_19.jpg,"[[(930.0, 323.0), (952.0, 323.0), (952.0, 335.0), (929.0, 334.0)]]"
262,763_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf034_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/763_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf034_25.jpg,"[[(1025.0, 341.0), (1066.28, 341.9), (1067.0, 362.0), (1025.0, 363.0)]]"
264,765_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/765_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_22.jpg,"[[(990.0, 317.0), (1027.0, 352.0), (994.0, 387.0), (955.13, 352.67)], [(887.21, 334.42), (902.0, 320.0), (916.0, 334.0), (910.0, 342.0), (911.39, 360.59), (896.93, 360.59), (896.18, 346.88), (896.0, 342.0)], [(755.52, 281.18), (782.64, 281.32), (784.52, 300.51), (777.0, 298.0), (755.37, 297.34)]]"
266,767_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_55.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/767_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_55.jpg,"[[(906.0, 328.0), (939.09, 360.38), (904.0, 390.0), (870.88, 356.5)]]"
267,768_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/768_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_77.jpg,"[[(760.41, 320.12), (777.0, 334.0), (763.15, 350.71), (745.98, 336.13)]]"
268,769_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_8.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/769_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf036_8.jpg,"[[(834.0, 320.0), (875.0, 359.0), (856.45, 384.49), (824.14, 386.28), (794.0, 359.0)]]"
269,770_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/770_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_0.jpg,"[[(853.0, 336.0), (876.0, 356.0), (855.0, 377.0), (831.0, 357.0)]]"
272,773_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/773_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_2.jpg,"[[(979.0, 358.0), (1012.36, 390.36), (982.0, 423.0), (945.95, 389.47), (945.95, 388.57)]]"
274,775_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_13.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/775_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_13.jpg,"[[(916.0, 325.0), (955.82, 366.76), (929.45, 389.51), (899.0, 389.0), (874.13, 359.0)], [(728.0, 311.0), (735.68, 319.29), (728.0, 327.0), (720.29, 319.05)]]"
275,776_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/776_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_33.jpg,"[[(935.74, 307.43), (984.0, 352.0), (942.33, 395.69), (892.66, 348.72)]]"
276,777_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_72.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/777_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_72.jpg,"[[(772.0, 314.0), (785.3, 325.72), (774.33, 340.43), (760.19, 328.46)], [(835.0, 335.0), (860.0, 336.0), (859.98, 364.69), (833.8, 364.9)], [(1004.0, 353.0), (1042.16, 392.07), (1002.67, 426.77), (962.58, 385.79)]]"
277,778_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_75.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/778_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_75.jpg,"[[(808.0, 322.0), (825.22, 338.54), (809.0, 354.0), (791.02, 339.12)], [(958.02, 357.13), (958.38, 399.14), (919.61, 396.62), (921.0, 354.0)]]"
278,779_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/779_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_77.jpg,"[[(841.0, 316.0), (862.0, 336.0), (844.15, 357.91), (822.34, 338.0)], [(1088.0, 369.3), (1092.0, 431.0), (1041.33, 429.44), (1039.53, 366.61)]]"
279,780_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_1.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/780_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_1.jpg,"[[(980.0, 331.0), (1018.0, 363.0), (985.0, 399.0), (947.93, 363.59)]]"
280,781_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/781_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_41.jpg,"[[(857.0, 320.0), (868.0, 332.0), (860.0, 339.0), (852.0, 339.0), (845.0, 330.0)], [(970.0, 333.0), (1011.0, 373.0), (986.0, 397.0), (958.0, 398.0), (930.0, 370.0)]]"
281,782_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/782_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_52.jpg,"[[(1004.0, 324.0), (1047.2, 366.19), (1016.0, 389.0), (992.0, 389.0), (961.0, 359.0)]]"
288,789_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf051_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/789_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf051_0.jpg,"[[(858.02, 215.79), (884.64, 237.03), (861.0, 264.0), (835.0, 240.0)], [(846.35, 265.16), (874.0, 263.0), (875.0, 272.0), (846.65, 273.83)]]"
289,790_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf051_1.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/790_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf051_1.jpg,"[[(883.0, 204.0), (914.0, 230.0), (889.18, 258.36), (858.59, 235.1)], [(872.0, 261.0), (902.0, 261.0), (903.0, 271.0), (871.41, 271.86)]]"
296,797_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/797_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_0.jpg,"[[(993.0, 353.0), (1000.0, 401.0), (961.0, 401.0), (954.93, 354.04)], [(869.0, 320.0), (891.81, 343.39), (869.99, 365.64), (847.14, 342.77)]]"
298,799_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/799_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_30.jpg,"[[(748.0, 315.0), (755.0, 320.0), (751.36, 327.64), (743.8, 327.64), (740.0, 321.0)]]"
299,800_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_50.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/800_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_50.jpg,"[[(865.71, 315.04), (873.19, 320.53), (868.71, 326.01), (861.23, 326.01), (857.99, 320.28)], [(848.0, 315.0), (870.24, 340.05), (857.79, 353.24), (836.15, 354.23), (824.2, 337.31)]]"
300,801_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/801_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_77.jpg,"[[(900.0, 354.0), (944.0, 395.0), (987.0, 361.0), (947.96, 317.08)]]"
301,802_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/802_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_0.jpg,"[[(1030.8, 392.53), (1103.0, 451.0), (1161.08, 402.17), (1089.86, 330.86)]]"
320,821_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng023_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/821_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng023_34.jpg,"[[(970.0, 457.0), (1004.0, 503.0), (1041.0, 462.0), (1005.86, 421.79)]]"
321,822_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng023_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/822_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng023_58.jpg,"[[(851.88, 447.33), (894.44, 496.75), (938.74, 451.67), (900.52, 396.0)]]"
