,name,path,barrier
133,634_c0849f03b6f7671008cb4d2aac6e67ee06a231659eff851ecf498d127996a77df84ee21ef2381234d68b9ea67fb54309f8db11557000a5b6b6af5a4fca4a1bf2_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/634_c0849f03b6f7671008cb4d2aac6e67ee06a231659eff851ecf498d127996a77df84ee21ef2381234d68b9ea67fb54309f8db11557000a5b6b6af5a4fca4a1bf2_43.jpg,"[[(175.0, 252.0), (175.0, 231.0), (217.98, 210.43), (226.14, 210.09), (227.5, 207.37), (263.53, 194.46), (295.82, 182.22), (311.8, 178.14), (329.13, 174.06), (329.81, 178.14), (315.87, 186.3), (289.02, 198.2), (242.11, 222.33), (204.38, 250.2)], [(0.23, 234.77), (36.0, 222.0), (90.65, 209.96), (142.31, 202.48), (155.57, 200.1), (188.54, 197.38), (225.59, 193.3), (223.89, 198.74), (196.0, 202.0), (148.43, 212.34), (95.0, 223.0), (74.67, 226.61), (33.54, 239.53), (0.0, 250.0)]]"
134,635_c0849f03b6f7671008cb4d2aac6e67ee06a231659eff851ecf498d127996a77df84ee21ef2381234d68b9ea67fb54309f8db11557000a5b6b6af5a4fca4a1bf2_61.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/635_c0849f03b6f7671008cb4d2aac6e67ee06a231659eff851ecf498d127996a77df84ee21ef2381234d68b9ea67fb54309f8db11557000a5b6b6af5a4fca4a1bf2_61.jpg,"[[(0.0, 361.0), (47.75, 316.47), (96.7, 285.47), (165.63, 246.72), (212.54, 218.17), (254.15, 200.63), (271.24, 193.53), (292.45, 183.7), (303.66, 179.17), (303.87, 181.13), (279.07, 198.47), (249.17, 222.66), (202.95, 258.35), (147.15, 303.38), (0.0, 439.0)]]"
140,641_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/641_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_0.jpg,"[[(734.3, 292.37), (751.61, 289.97), (747.28, 265.44), (701.11, 258.7), (685.0, 253.0), (650.61, 248.6), (624.0, 244.0), (604.0, 242.0), (604.0, 252.0), (656.0, 266.0), (690.05, 277.46)], [(0.03, 424.6), (106.0, 374.04), (220.28, 327.64), (311.02, 295.78), (387.9, 268.07), (421.14, 257.68), (417.68, 274.31), (328.33, 317.25), (211.97, 379.58), (82.45, 453.69), (0.0, 512.0)]]"
141,642_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/642_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_24.jpg,"[[(1013.55, 330.23), (965.94, 315.32), (895.23, 296.08), (844.25, 282.61), (798.07, 272.51), (749.01, 262.41), (720.16, 255.67), (688.41, 250.38), (687.45, 262.41), (789.0, 290.0), (898.12, 324.94), (1014.0, 364.86)]]"
142,643_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/643_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_46.jpg,"[[(1014.0, 323.89), (898.0, 303.69), (810.27, 292.14), (736.97, 284.06), (670.6, 276.56), (612.3, 270.21), (573.05, 265.59), (529.76, 262.13), (529.19, 267.32), (609.0, 280.0), (746.0, 302.0), (869.72, 323.31), (1014.0, 352.75)]]"
145,646_d43ac5ff858410b4205b54776f2526b2739b6c9ddf1a9b930d71278833fe9e86dcf199ae975d5bbbc594603e489fb4b6b85a7892aaef410e38f0fc79291ccff7_45.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/646_d43ac5ff858410b4205b54776f2526b2739b6c9ddf1a9b930d71278833fe9e86dcf199ae975d5bbbc594603e489fb4b6b85a7892aaef410e38f0fc79291ccff7_45.jpg,"[[(306.67, 407.09), (255.87, 407.67), (259.91, 327.44), (301.47, 301.47), (342.45, 280.11), (370.15, 266.26), (382.85, 273.77), (407.09, 263.38), (442.3, 246.64), (474.62, 236.83), (485.59, 229.9), (488.47, 236.25), (459.04, 258.18), (423.83, 281.27), (387.47, 305.51), (357.46, 335.52), (321.09, 378.81)]]"
147,648_d43ac5ff858410b4205b54776f2526b2739b6c9ddf1a9b930d71278833fe9e86dcf199ae975d5bbbc594603e489fb4b6b85a7892aaef410e38f0fc79291ccff7_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/648_d43ac5ff858410b4205b54776f2526b2739b6c9ddf1a9b930d71278833fe9e86dcf199ae975d5bbbc594603e489fb4b6b85a7892aaef410e38f0fc79291ccff7_77.jpg,"[[(90.0, 566.0), (217.76, 446.46), (327.88, 352.95), (416.54, 281.62), (458.09, 253.91), (475.41, 244.21), (493.42, 237.29), (496.19, 244.21), (478.18, 255.3), (426.23, 310.7), (345.89, 420.83), (264.16, 537.19), (226.76, 546.19), (120.1, 566.0)]]"
167,668_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_20.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/668_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_20.jpg,"[[(284.0, 197.98), (298.0, 195.0), (295.83, 176.77), (266.87, 164.53), (234.65, 151.07), (228.94, 141.28), (226.49, 124.15), (223.23, 124.15), (229.0, 150.0), (265.65, 183.29)], [(0.0, 203.0), (62.52, 183.29), (116.77, 168.61), (151.85, 161.27), (180.0, 154.0), (188.96, 150.66), (188.96, 154.33), (146.95, 169.83), (75.16, 197.98), (16.02, 224.49), (0.0, 231.83)]]"
168,669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,"[[(752.0, 339.72), (641.04, 293.9), (496.55, 233.99), (388.7, 192.41), (304.83, 161.39), (256.0, 144.0), (239.0, 132.0), (232.93, 113.46), (231.0, 116.0), (237.0, 138.0), (318.22, 193.81), (500.07, 301.66), (752.0, 450.38)], [(0.0, 205.8), (83.51, 174.78), (153.29, 153.64), (182.19, 145.89), (185.0, 155.75), (120.86, 185.36), (46.15, 223.42), (0.0, 252.0)]]"
169,670_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_76.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/670_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_76.jpg,"[[(752.0, 432.69), (604.67, 350.46), (453.13, 267.64), (333.3, 200.09), (262.23, 161.32), (240.5, 144.88), (228.75, 136.06), (222.29, 137.83), (262.82, 185.4), (313.33, 235.33), (404.96, 321.67), (496.59, 400.97), (613.48, 480.0), (752.0, 480.0)]]"
170,671_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_4.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/671_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_4.jpg,"[[(700.06, 461.49), (648.66, 428.2), (608.04, 403.73), (550.77, 369.47), (491.54, 331.78), (437.7, 296.53), (408.0, 278.0), (387.77, 264.23), (375.0, 253.0), (373.0, 258.0), (440.15, 337.65), (504.27, 409.6), (544.0, 455.0), (636.92, 463.94), (680.0, 465.0)]]"
171,672_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_47.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/672_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_47.jpg,"[[(719.06, 311.16), (651.93, 299.83), (593.86, 290.77), (552.79, 283.4), (507.18, 274.06), (472.34, 267.26), (447.13, 262.73), (436.08, 261.88), (435.8, 267.54), (520.78, 293.88), (628.42, 325.61), (719.06, 352.8)]]"
172,673_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/673_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_56.jpg,"[[(720.0, 285.0), (653.23, 276.21), (601.96, 270.54), (549.84, 264.88), (520.1, 261.2), (505.08, 259.21), (506.5, 267.14), (605.93, 286.41), (720.0, 309.92)], [(418.08, 306.07), (433.58, 306.07), (432.36, 291.39), (424.61, 282.01), (419.71, 279.97), (415.63, 280.37), (400.13, 266.91), (391.16, 258.35), (387.9, 253.86), (384.63, 249.37), (380.96, 253.04), (401.0, 289.0), (414.0, 301.58)]]"
182,683_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/683_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_0.jpg,"[[(752.0, 257.0), (580.99, 213.36), (452.1, 189.7), (420.28, 183.17), (394.58, 175.83), (382.0, 183.0), (402.0, 197.0), (438.23, 203.16), (442.0, 204.0), (447.61, 205.61), (597.72, 242.32), (751.49, 276.99)], [(0.0, 275.08), (53.0, 250.0), (115.0, 228.0), (162.37, 211.18), (196.36, 199.62), (240.89, 185.35), (277.6, 174.81), (288.82, 176.85), (261.28, 190.79), (193.98, 220.7), (145.03, 244.49), (66.85, 285.62), (0.0, 321.0)]]"
183,684_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/684_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_14.jpg,"[[(0.06, 276.07), (26.12, 263.6), (85.6, 239.81), (134.61, 220.55), (151.6, 213.47), (189.56, 199.3), (220.15, 188.26), (253.01, 176.08), (272.55, 169.56), (276.0, 178.0), (238.0, 196.0), (163.22, 237.83), (0.0, 330.0)], [(0.0, 242.08), (43.4, 227.06), (97.5, 209.78), (145.37, 197.89), (198.91, 183.16), (226.67, 177.21), (250.46, 170.98), (253.01, 175.51), (227.52, 185.42), (159.25, 210.63), (111.95, 229.61), (26.4, 263.6), (0.0, 276.0)]]"
184,685_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/685_d49f9dac86116c66023d9b3f063778d13de912ab32d89ef11fe7a3558d5e81b8e380d228e17719420b9426a8eb493d0b251c927d2715d9b604ce57cbcd6d23f8_22.jpg,"[[(115.0, 216.0), (169.38, 199.16), (219.15, 184.07), (230.57, 181.62), (252.6, 174.69), (261.98, 170.61), (264.83, 172.24), (253.0, 182.03), (238.32, 188.96), (199.0, 210.0), (137.0, 234.0), (117.99, 224.04)]]"
189,690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/690_485abb3cda9bc946b65ce6ea22c40104604871ab1b5b3ba337bb53bfa487d417cb5c01e53fa73606a150e1c4c50d31f5ef4ced45913a010833d8b1af6a0a9509_37.jpg,"[[(0.79, 306.81), (105.93, 290.37), (209.9, 273.33), (273.92, 262.76), (333.25, 254.54), (366.14, 249.25), (393.16, 244.55), (393.74, 249.84), (372.6, 258.06), (338.53, 268.63), (283.91, 292.13), (154.68, 342.64), (0.0, 397.86)]]"
191,692_ec2a2974ea7c20287157a4f8596ccae76e38cbaafeb15b6eae1d28e2f1580721c4b52b03964beb3676d3b47c7312b611ba70c42b3edfb7ba77611d34a5035c4f_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/692_ec2a2974ea7c20287157a4f8596ccae76e38cbaafeb15b6eae1d28e2f1580721c4b52b03964beb3676d3b47c7312b611ba70c42b3edfb7ba77611d34a5035c4f_0.jpg,"[[(446.0, 147.0), (460.0, 138.0), (437.7, 129.92), (423.99, 125.02), (418.61, 117.68), (413.23, 118.66), (414.0, 127.0)], [(0.0, 176.3), (86.0, 156.0), (92.0, 169.0), (0.3, 200.97)]]"
192,693_ec2a2974ea7c20287157a4f8596ccae76e38cbaafeb15b6eae1d28e2f1580721c4b52b03964beb3676d3b47c7312b611ba70c42b3edfb7ba77611d34a5035c4f_49.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/693_ec2a2974ea7c20287157a4f8596ccae76e38cbaafeb15b6eae1d28e2f1580721c4b52b03964beb3676d3b47c7312b611ba70c42b3edfb7ba77611d34a5035c4f_49.jpg,"[[(752.0, 314.0), (699.41, 283.12), (659.98, 261.03), (623.61, 242.33), (596.0, 227.0), (589.96, 266.8), (582.14, 269.86), (576.0, 286.0), (639.0, 331.0), (752.0, 421.0)]]"
198,699_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/699_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_30.jpg,"[[(752.0, 208.89), (682.22, 178.55), (624.95, 159.95), (502.09, 122.75), (475.17, 116.87), (410.07, 101.7), (409.09, 109.04), (503.07, 138.9), (687.0, 221.0), (752.0, 256.0)], [(0.0, 348.21), (94.29, 268.33), (188.85, 197.84), (266.98, 149.09), (326.89, 109.15), (331.59, 123.25), (219.99, 235.43), (128.0, 335.0), (71.0, 344.0), (0.0, 360.0)], [(0.47, 161.15), (53.5, 144.01), (104.0, 131.0), (178.32, 115.05), (180.36, 124.84), (123.66, 141.16), (0.07, 179.91)]]"
199,700_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_4.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/700_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_4.jpg,"[[(0.0, 175.91), (39.43, 164.9), (115.0, 142.0), (158.94, 131.04), (187.5, 125.33), (228.0, 118.0), (240.93, 113.91), (243.38, 117.99), (147.93, 147.77), (86.74, 166.94), (0.0, 200.39)], [(0.38, 233.74), (5.08, 234.33), (10.37, 267.81), (49.13, 255.48), (42.0, 167.0), (50.31, 166.2), (58.53, 202.03), (92.6, 193.22), (97.0, 223.0), (103.76, 214.95), (122.0, 210.0), (121.0, 199.0), (149.57, 193.22), (147.81, 156.8), (174.83, 156.21), (179.0, 174.0), (191.0, 171.0), (191.28, 144.46), (191.86, 136.83), (212.42, 135.07), (214.77, 158.56), (221.0, 159.0), (217.71, 136.24), (222.41, 133.3), (232.98, 133.3), (237.09, 153.27), (240.62, 152.1), (238.27, 129.78), (252.95, 126.84), (265.29, 124.49), (271.75, 122.73), (271.75, 119.21), (279.38, 117.44), (281.15, 111.57), (289.37, 110.98), (294.65, 113.92), (295.24, 109.22), (299.35, 108.63), (300.53, 113.33), (312.86, 110.98), (320.5, 105.7), (320.5, 102.17), (325.79, 102.17), (330.48, 112.16), (284.67, 138.59), (170.0, 220.0), (0.0, 354.0)], [(0.0, 354.0), (138.0, 245.0), (218.0, 185.0), (277.0, 143.0), (324.88, 115.61), (337.57, 108.56), (341.09, 114.2), (264.26, 197.37), (138.0, 335.0), (0.0, 364.0)]]"
401,902_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/902_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_68.jpg,"[[(848.0, 364.0), (767.83, 327.94), (665.16, 289.07), (561.92, 251.37), (501.6, 232.81), (512.0, 254.0), (543.36, 271.09), (707.0, 355.0), (848.0, 443.0)]]"
402,903_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_86.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/903_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_86.jpg,"[[(848.0, 361.23), (708.69, 305.55), (596.63, 264.48), (536.0, 245.0), (494.0, 231.0), (465.08, 224.11), (462.0, 234.0), (552.78, 277.01), (670.41, 337.56), (825.62, 431.53), (848.0, 444.06)]]"
403,904_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_95.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/904_8ec635b12bf794f8f73f5e4f87bc2edde91d1214e61366b43f20ca31cb602f1a745b722f2063659203ad323b747a9f361475080580853f18b1ad92be25a7ea9c_95.jpg,"[[(848.0, 369.0), (678.05, 292.34), (558.61, 251.41), (492.63, 229.69), (457.55, 218.0), (442.51, 212.15), (438.34, 217.16), (550.26, 278.14), (654.0, 334.0), (780.0, 411.0), (848.0, 463.0)]]"
428,929_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/929_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_0.jpg,"[[(1014.0, 278.0), (849.0, 189.0), (722.0, 143.0), (636.0, 116.0), (584.26, 100.55), (562.65, 95.56), (564.32, 104.7), (716.41, 179.5), (842.0, 259.0), (1014.0, 388.0)], [(0.0, 342.0), (118.0, 261.79), (210.0, 211.0), (300.85, 170.36), (384.79, 137.95), (461.26, 114.67), (509.0, 100.0), (523.0, 96.0), (525.0, 99.0), (431.0, 141.0), (309.16, 209.42), (190.31, 280.07), (106.36, 345.73), (0.81, 443.8)]]"
429,930_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/930_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_56.jpg,"[[(1014.0, 482.41), (907.91, 373.78), (790.7, 272.3), (717.81, 215.13), (633.48, 160.1), (584.17, 126.51), (556.3, 107.22), (563.45, 98.64), (623.48, 115.08), (697.8, 137.23), (762.12, 157.96), (830.01, 182.25), (914.34, 217.27), (993.66, 254.43), (1014.0, 264.0)], [(1014.0, 483.12), (908.62, 374.49), (792.13, 275.16), (713.52, 212.98), (634.2, 162.24), (594.18, 135.09), (567.02, 115.79), (539.15, 101.5), (535.57, 106.5), (657.06, 229.42), (795.71, 391.64), (844.0, 461.0), (1014.0, 564.59)], [(0.0, 359.0), (51.04, 315.89), (189.69, 227.99), (280.45, 182.25), (354.77, 149.38), (416.23, 125.08), (441.24, 116.51), (441.96, 133.66), (360.49, 177.25), (284.02, 225.85), (199.69, 282.3), (91.78, 371.63), (0.0, 465.25)]]"
430,931_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/931_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_7.jpg,"[[(0.0, 355.91), (56.05, 308.03), (141.09, 253.72), (239.0, 202.98), (313.32, 170.82), (381.21, 140.8), (434.09, 121.51), (475.54, 107.22), (506.99, 99.35), (522.0, 96.5), (523.43, 100.07), (498.41, 110.07), (375.49, 167.96), (307.6, 212.27), (228.28, 263.01), (133.23, 337.33), (0.0, 448.82)], [(1014.0, 273.36), (931.97, 234.05), (872.41, 209.64), (748.54, 159.61), (648.49, 121.5), (609.18, 108.99), (570.47, 100.06), (556.18, 95.89), (565.71, 110.78), (596.68, 129.83), (727.0, 195.0), (866.46, 268.0), (969.48, 347.8), (1014.0, 382.94)], [(603.12, 136.13), (580.72, 121.77), (563.77, 108.27), (555.44, 100.52), (551.0, 110.0), (563.77, 124.35), (591.92, 153.94), (604.27, 162.84)]]"
431,932_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_73.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/932_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_73.jpg,"[[(1013.67, 468.11), (970.79, 421.66), (900.76, 354.48), (812.86, 283.73), (738.53, 227.28), (666.35, 178.68), (623.48, 147.95), (592.75, 128.65), (552.73, 105.07), (532.0, 95.07), (529.14, 101.5), (647.77, 215.84), (754.26, 332.33), (847.88, 441.67), (871.46, 475.97), (913.62, 493.84), (962.22, 521.71), (1014.0, 557.44)], [(0.0, 355.0), (79.63, 293.74), (190.4, 225.13), (279.73, 183.68), (376.92, 141.52), (428.38, 120.08), (471.0, 105.0), (479.0, 117.0), (355.48, 181.54), (241.85, 257.29), (138.23, 335.19), (42.47, 416.66), (0.0, 455.96)]]"
432,933_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/933_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_14.jpg,"[[(154.0, 550.0), (183.25, 534.57), (242.57, 512.42), (293.31, 490.98), (333.33, 472.4), (332.61, 487.41), (291.88, 542.44), (251.15, 540.29)], [(0.3, 348.77), (86.78, 326.61), (171.82, 307.32), (257.58, 287.31), (311.18, 273.01), (344.05, 267.3), (381.21, 258.01), (381.93, 260.86), (363.34, 267.3), (320.47, 281.59), (263.29, 299.46), (166.0, 330.0), (110.0, 349.0), (37.47, 372.35), (0.0, 383.0)]]"
433,934_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/934_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_58.jpg,"[[(0.81, 346.51), (159.5, 311.52), (253.9, 292.8), (323.89, 283.03), (419.92, 268.39), (424.0, 276.0), (402.01, 278.15), (307.61, 300.12), (182.29, 331.05), (89.0, 355.0), (0.0, 389.64)], [(206.24, 530.76), (286.32, 466.3), (361.52, 399.9), (417.18, 352.04), (473.82, 306.15), (508.0, 278.8), (529.49, 260.25), (538.28, 264.15), (518.0, 293.0), (487.0, 335.0), (437.69, 409.66), (383.0, 489.74), (348.82, 548.33), (299.0, 544.0), (241.4, 545.4)]]"
443,944_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/944_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_22.jpg,"[[(0.0, 246.06), (120.0, 207.0), (230.91, 182.42), (296.36, 170.91), (303.0, 170.0), (301.0, 179.0), (231.52, 201.21), (135.15, 238.18), (47.0, 277.0), (0.0, 304.0)]]"
444,945_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/945_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_34.jpg,"[[(0.0, 241.21), (63.64, 218.79), (150.91, 193.94), (215.76, 181.21), (269.09, 172.73), (295.76, 168.48), (296.36, 176.36), (217.58, 201.82), (139.39, 230.91), (69.7, 258.79), (0.0, 297.0)]]"
448,949_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/949_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_0.jpg,"[[(0.0, 312.0), (75.98, 289.78), (140.59, 272.16), (182.88, 261.0), (213.42, 252.19), (214.01, 255.12), (156.45, 278.62), (89.49, 301.53), (47.2, 319.15), (0.0, 343.0)]]"
