,name,path,machine
149,650_5cdb4cd6aab7565a724615b792562915784a53824f8be86b15f5af6db1b6400ed4f9af7d939ffc81eaf596d7daca6fedd06c72d79b4f8a8a2df511e90117e9f8_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/650_5cdb4cd6aab7565a724615b792562915784a53824f8be86b15f5af6db1b6400ed4f9af7d939ffc81eaf596d7daca6fedd06c72d79b4f8a8a2df511e90117e9f8_12.jpg,"[[(73.0, 295.0), (84.29, 290.71), (91.3, 274.01), (91.97, 268.66), (101.66, 270.0), (112.68, 270.0), (132.72, 267.99), (137.39, 255.3), (140.4, 247.95), (148.75, 241.94), (154.76, 236.93), (159.11, 231.92), (169.79, 230.58), (178.48, 231.59), (183.15, 222.57), (186.49, 218.23), (194.85, 217.22), (216.56, 219.56), (226.24, 220.23), (228.91, 224.24), (243.28, 228.58), (260.31, 228.58), (267.33, 228.91), (280.69, 229.25), (289.37, 234.26), (305.4, 234.59), (318.76, 235.26), (323.77, 237.6), (323.77, 243.95), (314.09, 242.94), (315.76, 251.29), (319.77, 264.32), (321.1, 274.67), (322.44, 283.02), (323.44, 293.04), (317.09, 298.39), (321.44, 302.06), (320.43, 309.08), (315.42, 314.42), (304.74, 315.76), (295.72, 311.08), (293.38, 305.07), (269.33, 309.08), (273.0, 317.43), (271.0, 322.77), (258.31, 329.45), (244.95, 328.45), (244.61, 319.1), (240.27, 312.08), (215.89, 313.09), (209.54, 313.75), (205.87, 321.77), (193.51, 323.11), (165.45, 318.76), (149.09, 319.43), (146.75, 329.79), (143.74, 334.8), (134.39, 338.14), (123.7, 338.14), (110.67, 335.8), (106.0, 324.0), (104.33, 308.74), (89.63, 309.41), (77.94, 309.75)]]"
167,668_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_20.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/668_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_20.jpg,"[[(345.61, 167.98), (362.92, 163.65), (370.79, 161.29), (370.2, 153.43), (365.0, 154.0), (358.79, 152.64), (356.23, 147.13), (353.48, 145.16), (348.56, 139.26), (348.56, 133.95), (347.58, 126.28), (325.15, 131.2), (326.53, 144.77), (324.96, 146.34), (322.6, 153.03), (323.58, 155.98), (328.3, 157.75), (326.92, 161.49), (327.12, 165.03), (329.48, 166.21), (334.0, 164.44), (335.97, 163.85), (334.79, 166.61), (336.76, 167.39), (339.91, 167.39), (340.1, 166.21)], [(269.0, 161.0), (292.24, 157.95), (292.24, 152.05), (287.13, 149.88), (287.13, 145.16), (285.95, 142.02), (283.79, 138.28), (283.0, 133.95), (274.54, 131.39), (269.23, 132.57), (268.64, 142.8), (262.15, 140.05), (260.97, 143.2), (262.74, 145.75), (260.18, 148.7), (259.79, 151.46), (259.79, 154.8), (263.72, 156.97)]]"
168,669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/669_f0b3dbcb9bf285bf4607bd939b7fa72546984167dd92c469aedc6450ab08ccc5da6aef735faf64a2652dfad1fc3f700764219313a155178e181c0a1cf5de3232_28.jpg,"[[(363.75, 156.83), (367.06, 155.89), (368.0, 143.85), (366.35, 142.43), (369.66, 139.13), (375.79, 139.36), (380.75, 140.31), (389.72, 141.96), (390.19, 151.64), (394.2, 152.35), (396.33, 157.07), (396.8, 162.02), (392.08, 162.26), (391.84, 163.68), (396.33, 164.62), (397.51, 170.29), (398.45, 174.77), (399.4, 178.08), (380.75, 179.02), (371.54, 179.26), (371.31, 174.54), (361.0, 172.0), (361.87, 167.93)], [(517.52, 235.71), (587.68, 218.99), (586.46, 203.49), (586.05, 185.95), (550.56, 187.17), (546.08, 176.97), (541.18, 170.85), (527.31, 165.55), (524.05, 151.27), (520.79, 145.97), (516.71, 142.3), (516.3, 137.41), (524.05, 132.92), (527.72, 131.7), (523.24, 127.62), (521.2, 112.93), (499.58, 110.89), (468.17, 111.71), (449.81, 111.3), (446.96, 112.52), (448.18, 141.89), (442.88, 140.67), (436.76, 143.12), (434.31, 152.91), (431.46, 156.58), (435.54, 162.7), (437.17, 166.37), (430.23, 167.59), (426.97, 178.6), (426.97, 193.7), (426.97, 202.26), (428.2, 207.16), (451.04, 211.64), (452.26, 201.85), (461.64, 202.67), (458.79, 211.64), (467.35, 219.8), (480.81, 225.1), (490.2, 225.1), (492.64, 219.39), (497.13, 225.92)]]"
170,671_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_4.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/671_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_4.jpg,"[[(461.0, 256.0), (467.0, 255.0), (466.59, 245.09), (467.57, 242.93), (471.11, 242.73), (472.1, 240.57), (476.82, 241.55), (482.32, 241.55), (485.67, 242.14), (486.65, 247.26), (489.8, 247.26), (490.0, 251.58), (490.39, 255.32), (492.95, 258.47), (492.75, 264.17), (485.27, 265.16), (481.73, 262.6), (478.0, 262.01), (478.19, 265.16), (468.36, 265.16), (468.16, 261.22), (463.44, 261.42), (460.49, 263.19)]]"
172,673_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/673_7ee9b726e4ab4def75af55b9d93a13c9ec9a6354666be9c0b59ac43f653c7d9987474d16f4d8dc83c173be5119468cfd553087ecb4a6727d8d8e40d4ccb9adcb_56.jpg,"[[(459.0, 261.0), (460.23, 251.55), (460.88, 244.17), (476.78, 245.65), (478.91, 241.22), (486.45, 241.72), (487.11, 250.24), (490.72, 252.7), (493.34, 256.14), (494.0, 259.0), (487.44, 260.24), (478.91, 260.4), (471.54, 261.22), (467.44, 262.86)]]"
176,677_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/677_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_43.jpg,"[[(345.66, 135.6), (354.84, 128.8), (365.38, 127.1), (377.62, 127.1), (380.0, 114.86), (392.57, 116.22), (394.61, 117.92), (397.67, 107.72), (401.75, 103.65), (405.49, 107.38), (408.21, 115.88), (409.23, 129.14), (410.25, 137.98), (406.85, 141.04), (402.09, 134.92), (402.77, 142.74), (402.77, 145.79), (399.0, 149.0), (393.25, 146.47), (390.87, 143.08), (384.41, 143.76), (381.0, 146.0), (372.86, 147.83), (371.84, 143.42), (363.68, 142.06), (360.62, 145.45), (359.26, 141.04), (343.62, 142.06)]]"
177,678_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_54.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/678_aa1a172968c151d248a0301163c04e79df2f4c1a0f9500ebf8eb8acd2eaf43a0cbe8e24bb81aeb43a149f7dbc2c409e59afae47b463c403d3f34d3f4913f07ec_54.jpg,"[[(484.29, 164.09), (474.1, 163.81), (472.4, 169.76), (465.03, 172.02), (461.07, 168.91), (458.52, 166.08), (448.6, 167.49), (427.92, 168.91), (427.36, 160.98), (417.44, 159.56), (407.81, 158.43), (404.7, 154.46), (402.15, 149.08), (405.83, 147.38), (418.01, 142.0), (441.52, 142.57), (450.3, 136.33), (452.85, 132.93), (453.13, 120.47), (453.7, 115.94), (467.58, 112.26), (477.78, 112.26), (489.96, 112.26), (495.62, 98.94), (497.32, 94.13), (504.69, 93.56), (508.65, 112.82), (512.34, 130.95), (512.34, 140.3), (519.42, 141.15), (522.25, 142.85), (522.25, 149.36), (519.13, 152.48), (511.77, 154.46), (506.39, 154.46), (502.99, 153.05), (501.57, 151.63), (500.72, 152.48), (500.72, 157.58), (501.01, 162.11), (500.72, 165.51), (498.46, 168.06), (491.09, 168.06), (487.69, 166.36)]]"
198,699_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/699_0971013b738f243a74959abfedbd9fe6f5bc76f071454747dfec993a465fd71128ba97a67b1f0744da10d174f09d849b65fb06d91423ec0968a01ce7ab7f94b3_30.jpg,"[[(179.51, 119.14), (187.67, 93.85), (205.21, 91.0), (214.18, 80.39), (229.68, 80.39), (243.14, 77.94), (246.4, 77.94), (246.4, 88.96), (246.4, 93.44), (252.11, 98.34), (252.11, 110.17), (258.64, 116.69), (258.64, 130.97), (243.96, 135.46), (221.93, 143.61), (204.8, 144.84), (177.47, 144.84)], [(252.75, 96.05), (255.81, 93.33), (256.15, 87.22), (283.35, 79.4), (291.84, 82.46), (299.66, 90.95), (298.98, 106.59), (300.34, 113.05), (290.48, 113.73), (290.0, 121.0), (285.0, 124.0), (273.15, 125.29), (258.53, 127.33), (258.53, 117.13), (252.07, 111.01)]]"
202,703_1f150952287e587275810af8555a5340b4b4bbed4b2706826afc9e2d73255eb7d98fdfbd5ccacc9bc238b8d77718b94b97bbdc754b0ff1b650326a9902e04f18_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/703_1f150952287e587275810af8555a5340b4b4bbed4b2706826afc9e2d73255eb7d98fdfbd5ccacc9bc238b8d77718b94b97bbdc754b0ff1b650326a9902e04f18_22.jpg,"[[(419.0, 0.0), (480.97, 33.39), (541.44, 70.55), (589.53, 103.33), (654.37, 157.25), (668.21, 163.81), (678.42, 153.61), (683.52, 154.34), (680.6, 169.64), (690.07, 179.84), (687.89, 187.12), (705.37, 208.98), (718.27, 214.3), (719.51, 224.64), (725.56, 226.47), (724.32, 230.69), (714.04, 233.1), (696.41, 219.18), (670.33, 198.49), (667.27, 205.19), (676.96, 211.89), (678.2, 220.35), (678.78, 224.64), (674.55, 234.34), (670.91, 240.38), (661.8, 241.04), (619.91, 243.44), (593.83, 228.87), (590.18, 233.1), (587.12, 235.57), (578.01, 235.57), (570.15, 232.51), (569.49, 218.52), (599.87, 204.61), (615.03, 170.58), (626.61, 165.12), (493.0, 64.0), (378.01, 3.3), (375.0, 15.0), (373.0, 29.0), (359.65, 32.15), (350.04, 15.54), (352.66, 8.54), (352.0, 1.0)]]"
207,708_b7e48c8e5424c1c15190c6e61848cd1a36a221f757f75f38f2863c943f1693bb65a50c976ad33618a9a239ad79cc7e30439b0c01b9abe8e97e9fbbf6070406b8_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/708_b7e48c8e5424c1c15190c6e61848cd1a36a221f757f75f38f2863c943f1693bb65a50c976ad33618a9a239ad79cc7e30439b0c01b9abe8e97e9fbbf6070406b8_44.jpg,"[[(286.18, 243.4), (242.26, 244.28), (238.16, 236.08), (240.8, 214.12), (243.0, 200.0), (244.0, 195.0), (244.6, 190.11), (248.7, 183.38), (255.44, 181.33), (267.15, 181.91), (275.64, 182.79), (277.1, 195.09), (278.0, 200.0), (281.2, 204.75), (284.0, 219.0)]]"
242,743_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/743_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_43.jpg,"[[(661.0, 293.0), (660.41, 314.07), (653.08, 313.64), (625.0, 313.0), (620.34, 316.65), (612.16, 314.5), (608.28, 304.59), (609.0, 288.0), (619.0, 284.0), (629.39, 286.07), (628.96, 266.68), (623.36, 259.35), (626.8, 255.48), (631.54, 259.35), (635.42, 270.99), (636.71, 287.79), (658.0, 287.0)]]"
243,744_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/744_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_52.jpg,"[[(849.47, 234.05), (861.88, 244.9), (868.08, 261.45), (871.7, 280.06), (927.02, 280.58), (932.71, 309.53), (935.81, 342.62), (930.0, 348.0), (929.0, 374.0), (914.0, 375.0), (913.06, 360.71), (887.21, 361.23), (874.8, 361.74), (872.74, 376.22), (823.1, 370.53), (811.73, 333.31), (813.28, 323.49), (806.56, 302.29), (809.66, 290.92), (843.27, 286.78), (856.19, 283.16), (850.5, 253.18), (836.03, 240.77), (834.99, 234.05), (842.23, 232.5)]]"
245,746_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/746_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_21.jpg,"[[(510.66, 284.23), (480.24, 284.48), (477.5, 287.47), (475.75, 318.38), (480.99, 320.88), (480.74, 329.6), (485.98, 331.1), (495.2, 329.11), (498.44, 329.11), (497.45, 319.38), (521.88, 319.38), (523.87, 327.61), (534.84, 327.36), (537.84, 325.61), (539.33, 319.63), (538.58, 316.89), (545.56, 313.65), (545.07, 302.18), (536.59, 298.19), (537.59, 286.97), (520.13, 284.48), (520.13, 279.99), (517.64, 275.5), (517.64, 266.53), (515.65, 263.29), (511.66, 263.29)], [(96.16, 303.35), (120.21, 305.5), (119.49, 308.02), (147.14, 309.45), (148.58, 343.92), (146.78, 358.28), (143.55, 363.3), (143.91, 374.43), (141.04, 383.05), (134.21, 384.49), (125.0, 384.0), (122.0, 377.0), (119.0, 376.0), (78.0, 377.0), (77.0, 355.0), (97.24, 346.43)]]"
246,747_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/747_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_30.jpg,"[[(118.0, 252.0), (115.44, 259.91), (87.08, 279.65), (85.28, 290.42), (101.8, 289.35), (102.15, 316.99), (116.87, 327.04), (115.08, 359.71), (104.31, 362.59), (105.39, 371.92), (101.8, 381.61), (96.77, 384.85), (82.05, 383.77), (78.82, 377.31), (77.0, 368.0), (36.09, 369.05), (37.17, 383.41), (28.56, 387.36), (17.78, 389.51), (10.25, 389.51), (1.63, 385.21), (0.0, 380.9), (0.0, 299.4), (49.74, 297.6), (64.1, 296.53), (69.48, 285.76), (70.2, 273.55), (76.66, 268.16), (94.61, 257.39), (116.0, 248.0)]]"
250,751_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_17.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/751_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_17.jpg,"[[(518.18, 257.59), (521.3, 262.79), (520.44, 269.54), (518.01, 271.1), (515.24, 272.66), (515.59, 279.06), (510.05, 280.62), (509.35, 293.26), (519.05, 293.26), (540.87, 293.78), (542.6, 288.41), (541.73, 273.52), (539.13, 269.89), (528.05, 270.06), (526.15, 265.73), (525.63, 259.67), (522.86, 255.52), (519.74, 254.82), (517.15, 255.69)]]"
251,752_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_27.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/752_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_27.jpg,"[[(640.75, 261.89), (645.99, 268.62), (645.0, 281.0), (632.28, 282.33), (628.04, 283.58), (626.04, 301.28), (625.55, 312.5), (632.28, 316.99), (639.0, 317.0), (643.0, 316.99), (675.0, 319.0), (677.65, 301.28), (676.91, 288.32), (672.0, 282.0), (654.0, 280.0), (651.72, 268.87), (650.0, 263.0), (645.24, 258.65), (642.0, 257.65), (640.01, 258.65)]]"
253,754_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/754_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_38.jpg,"[[(862.6, 245.89), (871.91, 255.19), (880.18, 268.63), (883.28, 280.01), (879.66, 299.14), (879.66, 304.31), (849.68, 303.27), (827.96, 306.37), (823.31, 329.12), (828.48, 377.72), (851.75, 407.7), (897.24, 406.15), (977.0, 403.0), (979.96, 385.99), (979.44, 373.58), (983.58, 360.66), (976.86, 353.42), (976.86, 335.84), (985.13, 330.67), (984.61, 322.4), (979.44, 307.93), (978.0, 291.0), (901.89, 291.38), (901.38, 275.36), (898.79, 261.91), (892.59, 248.99), (878.0, 237.0), (863.0, 236.0), (857.0, 241.0)]]"
269,770_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/770_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_0.jpg,"[[(57.0, 298.0), (72.0, 297.0), (83.99, 296.67), (85.06, 318.21), (83.99, 327.19), (92.6, 328.62), (91.53, 352.68), (86.14, 354.47), (85.0, 360.0), (79.0, 360.0), (78.96, 353.4), (56.34, 353.4), (52.0, 362.0), (43.0, 362.0), (43.06, 354.11), (30.13, 354.83), (32.0, 361.0), (24.0, 361.0), (26.19, 354.11), (26.9, 338.68), (43.06, 338.68), (49.16, 330.78), (49.16, 321.8), (54.91, 320.01), (57.78, 317.49)]]"
283,784_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/784_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf041_77.jpg,"[[(1107.52, 260.52), (1104.93, 318.68), (1126.04, 321.69), (1128.2, 329.45), (1128.2, 352.71), (1128.2, 362.62), (1126.9, 369.95), (1119.15, 369.95), (1117.0, 386.0), (1105.0, 385.0), (1102.35, 371.67), (1061.42, 373.39), (1055.39, 377.27), (1052.0, 387.0), (1042.89, 386.75), (1037.72, 384.16), (1035.57, 369.52), (1002.4, 371.24), (998.0, 360.0), (1002.83, 347.11), (1004.12, 338.93), (1030.0, 337.0), (1034.28, 322.99), (1047.0, 318.0), (1046.77, 285.94), (1036.86, 280.34), (1039.88, 255.78), (1048.06, 254.49), (1057.97, 261.38)]]"
328,829_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/829_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_22.jpg,"[[(431.0, 516.98), (426.66, 530.01), (410.16, 529.14), (399.73, 518.72), (396.26, 496.14), (396.26, 462.27), (396.26, 446.63), (389.31, 432.74), (394.52, 415.37), (403.21, 405.81), (423.18, 401.47), (435.34, 401.47), (435.34, 391.92), (469.22, 391.05), (486.59, 395.39), (489.19, 395.39), (500.48, 391.92), (507.43, 389.31), (511.77, 398.0), (518.72, 408.42), (522.2, 422.32), (528.28, 433.61), (529.14, 442.29), (521.33, 444.9), (509.17, 418.84), (509.17, 413.63), (497.88, 413.63), (489.19, 416.24), (481.38, 424.92), (483.98, 438.82), (484.85, 448.37), (497.88, 453.58), (500.48, 463.14), (503.96, 473.56), (510.9, 479.64), (516.98, 480.51), (527.41, 480.51), (533.49, 488.32), (534.35, 516.12), (525.67, 525.67), (512.64, 519.59), (505.69, 524.8), (496.14, 530.88), (484.85, 530.88), (476.16, 525.67), (473.56, 516.12), (463.14, 512.64), (437.95, 514.38)]]"
329,830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,"[[(541.82, 524.63), (485.37, 525.41), (482.76, 489.8), (486.24, 462.09), (481.03, 453.32), (479.29, 418.67), (544.43, 415.11), (549.64, 421.27), (550.51, 443.77), (560.06, 449.93), (570.48, 461.23), (575.7, 473.38), (575.7, 491.54), (573.96, 519.42), (563.0, 514.0), (545.3, 515.86)]]"
335,836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,"[[(1076.07, 483.67), (1070.85, 472.2), (1077.11, 455.53), (1100.04, 451.36), (1119.84, 433.64), (1145.89, 403.42), (1137.56, 353.39), (1157.36, 348.18), (1192.79, 341.93), (1195.92, 347.14), (1211.55, 469.08), (1221.98, 469.08), (1227.19, 476.37), (1225.1, 478.46), (1226.15, 506.6), (1204.26, 517.02), (1151.11, 522.23), (1089.0, 531.0), (1071.0, 528.0)]]"
345,846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,"[[(422.97, 529.94), (421.52, 505.33), (422.97, 482.9), (420.8, 465.52), (433.1, 448.15), (447.58, 441.64), (456.26, 422.82), (462.77, 411.24), (466.39, 401.83), (477.25, 407.62), (485.93, 411.97), (497.52, 414.86), (502.58, 432.96), (506.2, 453.22), (508.37, 480.0), (511.27, 499.54), (511.27, 516.91), (504.03, 522.7), (492.45, 521.25), (487.38, 533.56), (472.18, 536.45), (446.13, 534.28)]]"
346,847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,"[[(58.0, 416.0), (68.05, 396.45), (70.46, 391.63), (75.89, 390.97), (74.08, 382.58), (79.51, 382.58), (80.11, 386.2), (133.79, 388.61), (134.39, 373.53), (163.94, 372.27), (193.5, 381.98), (188.67, 402.48), (188.67, 419.37), (188.67, 439.88), (189.88, 457.97), (183.85, 463.4), (182.04, 507.37), (147.06, 506.83), (89.16, 486.92), (61.41, 473.66), (59.6, 439.28)]]"
367,868_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/868_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_10.jpg,"[[(256.0, 476.0), (255.76, 480.93), (238.0, 488.0), (240.18, 473.39), (245.21, 461.33), (248.73, 452.79), (259.28, 452.79), (267.32, 447.76), (276.37, 445.75), (279.89, 451.28), (296.98, 448.77), (297.48, 451.28), (290.94, 453.79), (292.45, 462.34), (290.44, 469.37), (288.43, 473.39), (288.93, 480.93), (281.9, 480.93), (279.38, 476.91), (271.85, 476.41), (271.34, 481.44), (264.31, 480.93), (262.8, 474.9)]]"
368,869_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/869_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_12.jpg,"[[(152.73, 481.98), (150.12, 494.14), (138.83, 488.93), (138.83, 468.09), (137.96, 458.53), (157.94, 455.93), (163.15, 436.82), (176.18, 429.0), (190.07, 429.0), (188.34, 448.11), (188.34, 457.66), (201.37, 459.49), (201.37, 475.03), (193.55, 475.99), (193.55, 485.54), (186.6, 489.8), (178.78, 484.59), (173.57, 485.54), (172.7, 490.76), (164.02, 491.54), (162.28, 485.54)]]"
