,name,path,board
1493,301_802e0c35ef4d2f1aa68cf6f117cf3622e11fcf399f64d41cb9abaa6c58bcb2759521b64b138f28da806d153724500f6bc08a53a624c55825118084e3b46ec37b_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/301_802e0c35ef4d2f1aa68cf6f117cf3622e11fcf399f64d41cb9abaa6c58bcb2759521b64b138f28da806d153724500f6bc08a53a624c55825118084e3b46ec37b_77.jpg,"[[(222.0, 144.0), (218.97, 208.78), (319.0, 208.0), (320.0, 146.0)]]"
1528,33_f715d727f48a3f4e7e36924f141d1b6b77569bf7319b1b272f387cdcf7cffe72b9e5ee0f4f6e3db0630f34b96fd49ebe6fcccd7b061ba222a54eeb1158bf52a0_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/33_f715d727f48a3f4e7e36924f141d1b6b77569bf7319b1b272f387cdcf7cffe72b9e5ee0f4f6e3db0630f34b96fd49ebe6fcccd7b061ba222a54eeb1158bf52a0_28.jpg,"[[(411.55, 249.54), (456.13, 248.96), (457.29, 278.49), (449.76, 281.38), (450.34, 302.23), (453.81, 303.39), (455.55, 310.91), (454.39, 314.97), (420.81, 316.13), (415.6, 312.07), (415.6, 305.12), (417.34, 294.12), (420.81, 280.23), (408.07, 278.49)]]"
1560,369_6cb22124b073e900fe15badf54b5481261aa5930b9c5769dbb1d254a41f265ef3e731ce30129e704b8344550f33a4a7be8bfe50e91606b2f8f0c9d8fc085ebcf_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/369_6cb22124b073e900fe15badf54b5481261aa5930b9c5769dbb1d254a41f265ef3e731ce30129e704b8344550f33a4a7be8bfe50e91606b2f8f0c9d8fc085ebcf_41.jpg,"[[(217.68, 152.5), (222.99, 182.9), (211.89, 188.69), (219.61, 230.18), (207.55, 232.11), (203.69, 223.43), (180.53, 226.8), (176.67, 224.87), (175.22, 195.44), (170.88, 164.56)]]"
1566,374_93ef53e824ca5ca798c51309baf952e673f5e2b87181c9f2b0623b31c62c80ead2d78e48571ba5142feadda1dbb3af10f0d96c4ea43c2dbe268911a4114b604d_75.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/374_93ef53e824ca5ca798c51309baf952e673f5e2b87181c9f2b0623b31c62c80ead2d78e48571ba5142feadda1dbb3af10f0d96c4ea43c2dbe268911a4114b604d_75.jpg,"[[(580.33, 233.28), (612.63, 237.68), (612.63, 262.54), (602.65, 262.38), (600.62, 289.1), (611.28, 293.16), (610.26, 304.83), (587.26, 305.34), (581.85, 304.83), (582.02, 293.5), (583.54, 290.62), (585.06, 267.28), (585.91, 261.02), (578.63, 260.18)]]"
1570,378_faac98900d478f2e4d1d8d4c3677e686c718df741dd466a9fa558218d4797b13212cc104a91ab7f1a58b56c354092ae4da21ccbfb92d0a7944119784c9411053_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/378_faac98900d478f2e4d1d8d4c3677e686c718df741dd466a9fa558218d4797b13212cc104a91ab7f1a58b56c354092ae4da21ccbfb92d0a7944119784c9411053_68.jpg,"[[(411.29, 245.56), (431.92, 245.22), (435.14, 295.12), (427.69, 295.63), (427.36, 306.62), (442.75, 305.1), (447.82, 310.85), (449.01, 316.77), (447.31, 317.62), (447.65, 324.55), (446.47, 327.6), (444.27, 327.77), (441.39, 326.92), (440.72, 320.15), (436.66, 319.14), (432.09, 316.43), (426.34, 313.9), (423.63, 315.25), (422.62, 315.93), (423.13, 308.99), (414.5, 308.99), (409.93, 309.84), (407.9, 321.51), (406.89, 328.27), (405.03, 327.6), (403.68, 321.17), (404.52, 316.43), (404.35, 310.17), (405.54, 307.3), (414.16, 306.12), (422.79, 306.96), (423.0, 296.0), (412.3, 296.64)]]"
1594,39_922d9efef5a93c87e426dddecf2b5fd6748494cc89b827d3b384e73532e57888b7c6556181119182ba73d3f2c3651ec5f5dcfd511998d548bdb7a853b36a50fa_70.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/39_922d9efef5a93c87e426dddecf2b5fd6748494cc89b827d3b384e73532e57888b7c6556181119182ba73d3f2c3651ec5f5dcfd511998d548bdb7a853b36a50fa_70.jpg,"[[(291.33, 190.0), (324.0, 191.0), (325.0, 208.0), (290.83, 208.67)]]"
1596,401_53d8878c21c8b1b043b7131914429910f86226b6dd91c27585e298a38de89c49946c4bf0a4d6e7cd56cfe57144ebc07083d373222e2f6b4badeba74d7d3098af_9.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/401_53d8878c21c8b1b043b7131914429910f86226b6dd91c27585e298a38de89c49946c4bf0a4d6e7cd56cfe57144ebc07083d373222e2f6b4badeba74d7d3098af_9.jpg,"[[(474.09, 189.39), (473.08, 126.26), (509.44, 129.29), (511.46, 118.18), (555.0, 123.0), (557.42, 134.34), (586.72, 138.89), (588.23, 203.03), (581.67, 202.53), (581.16, 325.25), (517.02, 333.84), (490.76, 312.63), (491.77, 283.33), (500.35, 195.45)]]"
1597,402_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/402_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_0.jpg,"[[(614.0, 208.0), (683.48, 211.87), (686.52, 261.87), (686.52, 263.89), (658.0, 265.0), (657.73, 354.29), (679.44, 357.83), (691.57, 379.55), (691.57, 387.12), (627.42, 416.41), (616.31, 429.55), (604.19, 435.1), (593.08, 432.07), (588.54, 419.95), (587.02, 401.77), (586.52, 386.62), (580.0, 375.0), (608.0, 368.0), (568.84, 342.17), (572.37, 337.63), (614.0, 364.0), (629.44, 357.32), (639.0, 264.0), (613.0, 266.0)]]"
1598,403_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/403_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_28.jpg,"[[(250.0, 198.0), (279.0, 197.0), (279.17, 210.75), (271.47, 211.35), (273.0, 238.0), (263.57, 234.45), (256.27, 234.85), (255.07, 238.15), (253.97, 238.35), (252.97, 230.15), (254.87, 227.85), (256.0, 214.0), (256.0, 212.0), (250.0, 212.0)]]"
1599,404_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/404_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_32.jpg,"[[(94.47, 181.03), (167.42, 176.47), (166.0, 225.0), (148.0, 226.0), (149.19, 283.09), (154.0, 298.0), (152.0, 311.0), (142.0, 312.0), (133.0, 300.0), (102.0, 300.0), (100.0, 312.0), (91.0, 313.0), (89.91, 289.09), (95.52, 288.01), (94.12, 236.1), (114.11, 233.64), (114.0, 227.0), (94.47, 226.63)]]"
1605,40_78aaf4c7dadbe4aac3d2f21a899a5b25db19fa0d40efe173fbcba5dc39a8eed0ea72f9bb698934c3ea541e827a60258a5ad0b129232b5fcbcd1af31eb0a9c4a8_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/40_78aaf4c7dadbe4aac3d2f21a899a5b25db19fa0d40efe173fbcba5dc39a8eed0ea72f9bb698934c3ea541e827a60258a5ad0b129232b5fcbcd1af31eb0a9c4a8_10.jpg,"[[(618.45, 165.97), (681.28, 172.11), (682.16, 225.89), (674.27, 226.18), (651.76, 225.89), (652.06, 269.15), (657.03, 270.02), (657.03, 259.5), (663.16, 260.09), (669.01, 265.64), (669.01, 279.67), (631.01, 283.47), (610.26, 271.49), (621.95, 264.18), (637.44, 269.73), (645.92, 267.69), (645.92, 228.23), (619.32, 229.69)]]"
1621,427_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/427_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_36.jpg,"[[(392.77, 200.82), (402.63, 201.1), (402.44, 207.97), (392.92, 208.32)]]"
1622,428_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/428_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_44.jpg,"[[(371.05, 194.74), (386.0, 195.0), (386.0, 208.0), (371.22, 207.42)]]"
1624,42_78aaf4c7dadbe4aac3d2f21a899a5b25db19fa0d40efe173fbcba5dc39a8eed0ea72f9bb698934c3ea541e827a60258a5ad0b129232b5fcbcd1af31eb0a9c4a8_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/42_78aaf4c7dadbe4aac3d2f21a899a5b25db19fa0d40efe173fbcba5dc39a8eed0ea72f9bb698934c3ea541e827a60258a5ad0b129232b5fcbcd1af31eb0a9c4a8_77.jpg,"[[(466.0, 188.0), (464.86, 232.06), (451.18, 233.1), (451.0, 188.0)]]"
1650,453_12a1b6f3d40867f9eb7e2449b51250bf5a8d4cf814b19f224b23fb9261aa861601f9ac225f273675b87955ef04bc7f7047eeae3e3e39a1704bbc87ab7c05e568_40.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/453_12a1b6f3d40867f9eb7e2449b51250bf5a8d4cf814b19f224b23fb9261aa861601f9ac225f273675b87955ef04bc7f7047eeae3e3e39a1704bbc87ab7c05e568_40.jpg,"[[(388.0, 98.0), (417.95, 99.88), (417.0, 115.0), (403.0, 114.0), (402.12, 121.19), (410.04, 124.64), (410.24, 133.58), (390.15, 132.56), (387.91, 127.89), (389.13, 121.4), (399.89, 121.19), (400.0, 114.0), (387.31, 112.87)]]"
1655,458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,"[[(488.0, 168.0), (552.86, 165.06), (556.0, 193.0), (488.32, 197.46)]]"
1675,476_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_42.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/476_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_42.jpg,"[[(585.0, 170.0), (615.51, 168.23), (653.15, 174.98), (666.18, 177.39), (674.0, 179.0), (673.41, 200.55), (673.0, 244.0), (632.0, 241.0), (624.2, 290.78), (643.02, 290.3), (647.84, 290.3), (648.81, 298.99), (660.87, 300.43), (664.73, 301.4), (664.25, 310.57), (671.0, 311.53), (671.48, 323.11), (661.83, 322.15), (661.83, 331.31), (654.0, 338.0), (644.0, 333.0), (645.43, 322.15), (615.03, 321.66), (610.69, 325.52), (610.0, 332.0), (601.0, 336.0), (594.0, 336.0), (586.0, 332.0), (585.6, 326.49), (583.18, 311.53), (574.5, 311.05), (570.16, 305.74), (582.7, 305.26), (584.63, 300.43), (596.69, 298.02), (593.8, 284.99), (610.69, 284.99), (614.07, 288.37), (617.44, 269.55), (622.27, 239.64), (605.86, 238.19), (588.49, 235.78), (581.0, 236.0)]]"
1683,483_73a7ca1f0b2a169e6294f554c27f631c466e3f972ffa92373915857c98bcc6be36ca57fac855d8f1e06b5f4e7cc974fc623e242887be8988ff0e3c8ea9eb0c68_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/483_73a7ca1f0b2a169e6294f554c27f631c466e3f972ffa92373915857c98bcc6be36ca57fac855d8f1e06b5f4e7cc974fc623e242887be8988ff0e3c8ea9eb0c68_46.jpg,"[[(377.0, 157.0), (419.0, 153.0), (415.0, 194.0), (395.62, 193.77), (398.64, 236.66), (412.0, 235.0), (416.0, 240.0), (420.0, 241.0), (422.0, 244.0), (418.0, 246.0), (418.0, 252.0), (413.0, 258.0), (405.0, 259.0), (398.97, 249.06), (390.6, 249.06), (389.0, 257.0), (380.54, 260.12), (372.84, 255.09), (372.5, 243.7), (367.81, 241.35), (368.15, 234.99), (389.93, 235.66), (391.0, 218.0), (390.0, 194.0), (376.19, 193.1)]]"
1684,484_02ab2c2ddde979aef369ef4682ca1c871ff36f96c6938818ffed53741aaa962b15d41faa2edba745ad22de7ae522b6a36f5957cc4086ad6e82c0da7c66a776b2_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/484_02ab2c2ddde979aef369ef4682ca1c871ff36f96c6938818ffed53741aaa962b15d41faa2edba745ad22de7ae522b6a36f5957cc4086ad6e82c0da7c66a776b2_10.jpg,"[[(88.89, 127.66), (143.58, 127.66), (154.44, 129.67), (154.44, 158.62), (153.63, 168.27), (135.13, 168.27), (135.13, 203.25), (134.33, 220.14), (142.77, 219.33), (145.19, 196.41), (149.21, 197.22), (149.21, 202.44), (145.99, 202.85), (145.19, 224.96), (137.15, 225.36), (135.54, 229.38), (135.94, 235.01), (135.54, 238.23), (126.29, 235.82), (122.67, 242.25), (119.0, 243.0), (122.0, 232.0), (114.0, 227.0), (104.0, 227.0), (95.0, 226.0), (92.0, 230.0), (90.0, 236.0), (85.28, 236.62), (79.24, 230.59), (80.05, 227.37), (77.0, 226.0), (77.0, 218.0), (78.84, 217.72), (83.0, 212.0), (91.0, 212.0), (94.93, 216.92), (96.13, 200.84), (98.14, 178.72), (98.54, 167.06), (84.87, 164.25)]]"
1685,485_02ab2c2ddde979aef369ef4682ca1c871ff36f96c6938818ffed53741aaa962b15d41faa2edba745ad22de7ae522b6a36f5957cc4086ad6e82c0da7c66a776b2_20.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/485_02ab2c2ddde979aef369ef4682ca1c871ff36f96c6938818ffed53741aaa962b15d41faa2edba745ad22de7ae522b6a36f5957cc4086ad6e82c0da7c66a776b2_20.jpg,"[[(48.0, 172.0), (61.3, 169.85), (67.31, 162.09), (100.08, 163.45), (101.24, 165.39), (120.24, 165.58), (119.66, 168.88), (131.88, 171.2), (132.27, 173.72), (113.84, 181.67), (123.15, 180.51), (122.38, 191.18), (122.96, 205.91), (117.14, 205.91), (116.37, 211.73), (116.37, 223.56), (124.12, 223.17), (124.12, 228.02), (119.86, 228.02), (106.48, 229.18), (105.89, 236.16), (105.7, 245.47), (103.37, 243.53), (104.54, 237.71), (97.36, 236.74), (95.62, 231.51), (83.6, 231.12), (76.61, 230.93), (76.42, 235.97), (75.64, 240.04), (70.02, 241.2), (64.2, 241.98), (59.55, 241.2), (59.94, 233.25), (55.67, 232.67), (52.38, 231.7), (53.54, 225.11), (58.97, 224.33), (61.1, 219.1), (64.2, 215.22), (70.0, 214.0), (75.0, 215.0), (76.81, 203.59), (77.0, 192.0), (77.0, 189.0), (77.0, 177.0), (60.71, 176.05), (50.82, 176.05), (47.53, 176.05)]]"
1690,48_7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/48_7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f_19.jpg,"[[(140.52, 243.78), (202.0, 240.0), (203.25, 272.73), (141.0, 275.0)]]"
1711,57_3667b80df3fa42e5db7381b4a0f1b4a2df83ac74397fa4efbaafa001e73ff62d55923e10e62a3aac70ebe060c58c2b799d7c590efeed601792058ce7a555d7fb_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/57_3667b80df3fa42e5db7381b4a0f1b4a2df83ac74397fa4efbaafa001e73ff62d55923e10e62a3aac70ebe060c58c2b799d7c590efeed601792058ce7a555d7fb_16.jpg,"[[(602.0, 114.0), (617.93, 119.01), (621.79, 117.56), (647.84, 122.39), (659.42, 125.28), (659.42, 129.63), (669.07, 132.04), (679.0, 136.0), (686.92, 139.76), (687.0, 145.0), (688.0, 150.0), (687.89, 187.04), (660.87, 190.9), (650.0, 212.0), (654.0, 221.0), (655.0, 229.0), (656.53, 236.26), (674.38, 242.05), (682.1, 246.39), (685.48, 252.67), (685.48, 258.94), (689.82, 264.73), (683.55, 265.69), (682.58, 275.83), (680.17, 278.24), (678.24, 284.03), (672.45, 285.48), (666.66, 285.48), (661.83, 278.72), (658.94, 271.48), (660.39, 263.28), (646.39, 261.83), (643.98, 275.34), (641.09, 279.69), (636.26, 275.83), (637.71, 262.32), (631.44, 262.8), (628.54, 271.97), (627.58, 279.2), (620.82, 284.03), (615.0, 285.0), (609.24, 279.69), (605.0, 269.0), (602.0, 255.08), (596.69, 254.11), (592.83, 250.74), (594.76, 246.88), (591.87, 239.64), (598.14, 243.02), (601.04, 245.43), (610.69, 243.98), (610.69, 239.64), (618.89, 240.6), (625.16, 242.53), (626.13, 237.23), (626.13, 228.06), (636.26, 227.09), (640.6, 216.48), (640.6, 199.59), (639.64, 186.08), (622.75, 181.25), (609.0, 181.0), (599.0, 178.0), (599.0, 169.0)]]"
1717,62_0e7a03226caf9741bca19b37e12042d45b224d90d580a2a9b81dbaa2e7fa347c1f3f71b6f352f502759a5c27a59450cf1ad7d32c02a38bbbf983689531e96591_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/62_0e7a03226caf9741bca19b37e12042d45b224d90d580a2a9b81dbaa2e7fa347c1f3f71b6f352f502759a5c27a59450cf1ad7d32c02a38bbbf983689531e96591_25.jpg,"[[(389.0, 266.0), (389.0, 256.0), (399.0, 256.0), (411.0, 256.0), (411.0, 267.0), (401.28, 266.86), (400.7, 274.42), (400.7, 278.45), (403.29, 278.45), (403.7, 276.94), (403.7, 276.34), (405.99, 276.34), (406.3, 278.05), (406.4, 279.95), (406.3, 282.74), (406.3, 283.75), (404.5, 283.85), (404.4, 281.65), (403.8, 279.85), (401.1, 280.04), (401.1, 281.75), (399.11, 282.24), (398.0, 282.35), (398.41, 280.04), (396.51, 280.36), (396.6, 281.65), (395.69, 282.14), (395.3, 281.75), (394.8, 280.45), (394.8, 282.14), (394.8, 284.35), (392.9, 284.45), (393.31, 279.64), (392.11, 279.25), (392.3, 283.75), (389.89, 284.25), (389.7, 281.65), (390.11, 277.95), (390.0, 274.0), (392.0, 275.0), (395.6, 275.64), (397.9, 276.55), (397.81, 269.65), (397.4, 267.44), (397.11, 266.24)]]"
1718,63_0e7a03226caf9741bca19b37e12042d45b224d90d580a2a9b81dbaa2e7fa347c1f3f71b6f352f502759a5c27a59450cf1ad7d32c02a38bbbf983689531e96591_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/63_0e7a03226caf9741bca19b37e12042d45b224d90d580a2a9b81dbaa2e7fa347c1f3f71b6f352f502759a5c27a59450cf1ad7d32c02a38bbbf983689531e96591_33.jpg,"[[(394.0, 263.0), (422.0, 263.0), (422.0, 278.0), (410.0, 277.0), (409.0, 288.0), (410.37, 295.04), (415.2, 295.04), (415.2, 293.48), (419.18, 293.66), (419.35, 302.81), (415.9, 302.81), (414.86, 300.22), (409.33, 300.05), (409.33, 303.85), (405.0, 304.0), (406.0, 300.0), (399.0, 300.0), (399.0, 303.0), (395.0, 303.0), (395.0, 294.0), (400.17, 294.0), (406.0, 294.0), (407.0, 287.0), (407.0, 277.0), (394.0, 277.0)]]"
1720,65_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/65_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_18.jpg,"[[(321.0, 144.0), (341.0, 144.0), (340.87, 153.65), (320.71, 153.65)]]"
1721,66_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/66_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_33.jpg,"[[(421.66, 109.83), (465.4, 111.69), (511.94, 113.08), (511.48, 160.55), (480.99, 159.86), (483.09, 168.93), (490.3, 169.16), (491.7, 162.65), (493.79, 162.88), (491.23, 168.93), (495.65, 170.56), (495.89, 174.05), (498.45, 176.38), (504.03, 175.91), (502.4, 185.68), (499.84, 196.85), (504.73, 200.81), (504.5, 206.63), (498.68, 206.86), (498.45, 219.66), (506.36, 219.42), (510.78, 221.05), (509.85, 229.9), (509.85, 234.78), (506.82, 236.64), (506.82, 243.16), (507.75, 250.14), (507.99, 257.12), (504.03, 257.12), (501.47, 247.58), (495.42, 248.05), (492.86, 248.05), (493.33, 241.76), (488.44, 236.88), (475.41, 235.95), (451.91, 236.18), (451.44, 247.81), (452.84, 256.89), (448.88, 255.49), (449.58, 239.67), (444.23, 237.81), (444.23, 245.72), (443.06, 248.98), (433.76, 249.67), (430.03, 245.95), (431.66, 235.25), (432.13, 229.2), (428.17, 227.34), (429.1, 222.45), (432.36, 217.8), (440.51, 217.1), (440.51, 202.21), (441.44, 196.85), (439.11, 195.46), (439.34, 184.75), (439.11, 179.17), (439.34, 168.47), (438.41, 158.46), (420.96, 157.76)]]"
1723,68_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/68_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_48.jpg,"[[(299.16, 134.77), (323.0, 135.0), (322.24, 147.76), (298.39, 148.15)]]"
1724,69_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_13.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/69_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_13.jpg,"[[(459.0, 144.0), (500.0, 143.0), (533.0, 144.0), (536.19, 184.47), (515.53, 184.2), (517.48, 198.44), (520.28, 212.12), (521.11, 231.11), (506.04, 233.06), (486.21, 233.06), (485.37, 218.54), (482.3, 200.11), (481.0, 185.0), (479.0, 185.0), (477.0, 185.0), (479.0, 193.0), (481.74, 211.28), (481.74, 214.35), (481.46, 232.5), (476.16, 233.34), (473.92, 234.18), (471.69, 237.53), (470.85, 245.07), (475.04, 245.35), (474.48, 247.3), (474.2, 251.21), (473.37, 255.68), (475.04, 258.75), (478.39, 261.26), (481.74, 260.7), (485.09, 258.47), (486.21, 250.65), (487.61, 253.17), (489.28, 260.43), (490.12, 265.17), (493.47, 264.06), (491.79, 250.37), (499.33, 248.42), (512.46, 247.58), (518.32, 246.74), (516.37, 251.49), (516.93, 255.12), (521.11, 251.49), (522.23, 246.74), (524.46, 246.46), (526.7, 254.28), (528.09, 259.03), (537.31, 260.15), (533.96, 242.55), (538.15, 240.6), (536.75, 232.5), (536.75, 230.83), (534.8, 228.87), (528.37, 229.43), (523.35, 231.11), (522.51, 217.98), (521.39, 209.88), (520.0, 199.55), (517.0, 184.0), (515.53, 184.47), (502.0, 185.0), (460.0, 186.0)]]"
1726,70_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/70_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_23.jpg,"[[(310.0, 178.0), (337.0, 176.0), (338.0, 191.0), (309.0, 194.0)]]"
1727,71_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_31.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/71_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_31.jpg,"[[(396.8, 162.0), (437.29, 158.65), (440.08, 185.17), (421.93, 186.85), (421.09, 194.67), (426.12, 195.78), (426.12, 201.09), (437.85, 200.81), (437.01, 209.74), (420.81, 209.19), (417.74, 200.81), (419.42, 187.69), (397.36, 188.8)]]"
1728,72_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/72_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_41.jpg,"[[(679.0, 153.0), (688.62, 149.71), (710.4, 149.71), (716.55, 153.62), (717.66, 179.87), (696.72, 180.15), (678.85, 180.7)], [(590.0, 127.0), (629.0, 127.0), (669.0, 129.0), (670.0, 164.0), (670.81, 190.06), (633.11, 191.46), (633.11, 210.72), (637.0, 230.0), (647.0, 231.0), (652.0, 230.0), (647.35, 219.38), (648.19, 217.42), (659.08, 216.03), (663.55, 216.03), (660.76, 227.2), (656.2, 226.85), (655.17, 240.6), (645.12, 240.04), (627.25, 239.76), (614.96, 244.79), (612.17, 245.91), (606.59, 244.51), (604.35, 242.28), (602.96, 233.34), (604.35, 226.92), (605.47, 221.05), (611.89, 219.66), (627.0, 231.0), (626.41, 212.12), (626.13, 208.21), (628.92, 206.81), (628.65, 191.18), (611.61, 191.18), (592.9, 191.18)]]"
